,ID,Exercise Plan,ExerciseType,Difficulty,Total Plan Duration (minutes),Calories Burned (Plan),Target Muscle Group,Height (cm),Age,Weight (kg),BMI,Cluster
10,0.02506265664160401,"Plank, Burpees, Squats, High Knees, Dumbbell Rows, Jump Rope",Strength,Beginner,45,568.0,"Core (Abdominals, Lower Back), Full Body (Cardio, Strength), Quadriceps, Hamstrings, Glutes, Cardio, Lower Body, Back, Biceps, Cardio, Full Body",168,31,78,27.83331155593005,16
11,0.02756892230576441,"Jumping Jacks, Push-ups, Burpees, Bicep Curls, High Knees, Squats",Cardio,Advanced,45,876.0,"Full Body (Cardio), Chest, Shoulders, Triceps, Full Body (Cardio, Strength), Biceps, Forearms, Cardio, Lower Body, Quadriceps, Hamstrings, Glutes",186,45,66,19.23256533676065,30
12,0.03007518796992481,"Plank Jacks, Pull-ups, Burpees, Russian Twists, Leg Press, Sit-ups",Strength,Advanced,60,876.0,"Core, Cardio, Back, Biceps, Full Body (Cardio, Strength), Core (Obliques), Quadriceps, Hamstrings, Glutes, Core",151,35,43,18.914385835023648,27
13,0.03258145363408521,"Jump Rope, Lunges, Push-ups, Bicep Curls, Calf Raises, High Knees",Strength,Advanced,70,744.0,"Cardio, Full Body, Quadriceps, Hamstrings, Glutes, Chest, Shoulders, Triceps, Biceps, Forearms, Calves, Cardio, Lower Body",184,24,97,28.731141127181186,24
14,0.03508771929824561,"Box Jumps, Calf Raises, High Knees, Squats, Push-ups, Jumping Jacks",Strength,Beginner,55,536.0,"Legs, Cardio, Calves, Cardio, Lower Body, Quadriceps, Hamstrings, Glutes, Chest, Shoulders, Triceps, Full Body (Cardio)",160,29,68,26.66932695951494,16
15,0.03759398496240601,"Mountain Climbers, Plank Jacks, Calf Raises, Lunges, Dumbbell Rows, Leg Press",Cardio,Advanced,50,780.0,"Core, Shoulders, Hips, Core, Cardio, Calves, Quadriceps, Hamstrings, Glutes, Back, Biceps, Quadriceps, Hamstrings, Glutes",168,59,57,20.464833494106102,10
16,0.040100250626566414,"Pull-ups, Lateral Raises, Plank, High Knees, Plank Jacks, Mountain Climbers",Cardio,Intermediate,65,580.0,"Back, Biceps, Shoulders, Core (Abdominals, Lower Back), Cardio, Lower Body, Core, Cardio, Core, Shoulders, Hips",170,45,77,26.762743882743788,19
17,0.042606516290726815,"Leg Press, Plank, Push-ups, Plank Jacks, Mountain Climbers, Russian Twists",Cardio,Advanced,80,816.0,"Quadriceps, Hamstrings, Glutes, Core (Abdominals, Lower Back), Chest, Shoulders, Triceps, Core, Cardio, Core, Shoulders, Hips, Core (Obliques)",173,29,86,28.86309346870648,12
18,0.045112781954887216,"High Knees, Russian Twists, Plank Jacks, Box Jumps, Deadlifts, Sit-ups",Strength,Intermediate,55,690.0,"Cardio, Lower Body, Core (Obliques), Core, Cardio, Legs, Cardio, Back, Glutes, Hamstrings, Core",174,31,83,27.62922099004385,13
19,0.047619047619047616,"Box Jumps, Pull-ups, Bench Press, Dumbbell Rows, Squats, Leg Press",Cardio,Beginner,60,632.0,"Legs, Cardio, Back, Biceps, Chest, Shoulders, Triceps, Back, Biceps, Quadriceps, Hamstrings, Glutes, Quadriceps, Hamstrings, Glutes",170,43,62,21.79663413887827,5
20,0.05012531328320802,"Jumping Jacks, Box Jumps, Mountain Climbers, Leg Press, Squats, Calf Raises",Cardio,Advanced,60,828.0,"Full Body (Cardio), Legs, Cardio, Core, Shoulders, Hips, Quadriceps, Hamstrings, Glutes, Quadriceps, Hamstrings, Glutes, Calves",192,26,76,20.75562812296677,11
21,0.05263157894736842,"Lateral Raises, Mountain Climbers, Bench Press, Push-ups, Squats, Deadlifts",Cardio,Intermediate,60,800.0,"Shoulders, Core, Shoulders, Hips, Chest, Shoulders, Triceps, Chest, Shoulders, Triceps, Quadriceps, Hamstrings, Glutes, Back, Glutes, Hamstrings",175,42,72,23.63538319966745,20
22,0.05513784461152882,"Lateral Raises, Plank, Calf Raises, Box Jumps, Lunges, Russian Twists",Strength,Advanced,50,696.0,"Shoulders, Core (Abdominals, Lower Back), Calves, Legs, Cardio, Quadriceps, Hamstrings, Glutes, Core (Obliques)",181,53,64,19.73696933332086,12
23,0.05764411027568922,"High Knees, Russian Twists, Deadlifts, Plank Jacks, Box Jumps, Jumping Jacks",Flexibility,Intermediate,55,710.0,"Cardio, Lower Body, Core (Obliques), Back, Glutes, Hamstrings, Core, Cardio, Legs, Cardio, Full Body (Cardio)",187,35,103,29.68812606625784,17
24,0.06015037593984962,"Plank Jacks, Russian Twists, Dumbbell Rows, Burpees, Bicep Curls, Jump Rope",Cardio,Intermediate,55,680.0,"Core, Cardio, Core (Obliques), Back, Biceps, Full Body (Cardio, Strength), Biceps, Forearms, Cardio, Full Body",168,22,74,26.5627325881527,15
25,0.06265664160401002,"Mountain Climbers, Burpees, Pull-ups, Calf Raises, Lunges, Plank",Cardio,Advanced,60,852.0,"Core, Shoulders, Hips, Full Body (Cardio, Strength), Back, Biceps, Calves, Quadriceps, Hamstrings, Glutes, Core (Abdominals, Lower Back)",155,35,45,19.128692651476907,1
26,0.06516290726817042,"Plank Jacks, Box Jumps, Burpees, Bicep Curls, Bench Press, Push-ups",Cardio,Advanced,60,996.0,"Core, Cardio, Legs, Cardio, Full Body (Cardio, Strength), Biceps, Forearms, Chest, Shoulders, Triceps, Chest, Shoulders, Triceps",171,36,80,27.5074342575143,18
27,0.06766917293233082,"Plank Jacks, Calf Raises, Deadlifts, Pull-ups, Mountain Climbers, Lunges",Cardio,Intermediate,60,710.0,"Core, Cardio, Calves, Back, Glutes, Hamstrings, Back, Biceps, Core, Shoulders, Hips, Quadriceps, Hamstrings, Glutes",156,38,65,27.04843741936473,32
28,0.07017543859649122,"Plank, Leg Press, Push-ups, Pull-ups, Box Jumps, Lateral Raises",Flexibility,Beginner,65,568.0,"Core (Abdominals, Lower Back), Quadriceps, Hamstrings, Glutes, Chest, Shoulders, Triceps, Back, Biceps, Legs, Cardio, Shoulders",164,31,54,20.19011341477053,3
29,0.07268170426065163,"Deadlifts, Calf Raises, High Knees, Plank Jacks, Leg Press, Jump Rope",Flexibility,Advanced,70,828.0,"Back, Glutes, Hamstrings, Calves, Cardio, Lower Body, Core, Cardio, Quadriceps, Hamstrings, Glutes, Cardio, Full Body",160,25,67,26.194719310770417,8
30,0.07518796992481203,"Mountain Climbers, Russian Twists, Lateral Raises, Plank, Calf Raises, Deadlifts",Strength,Advanced,45,720.0,"Core, Shoulders, Hips, Core (Obliques), Shoulders, Core (Abdominals, Lower Back), Calves, Back, Glutes, Hamstrings",199,28,104,26.34609151930119,17
31,0.07769423558897243,"Push-ups, Box Jumps, Plank, Jumping Jacks, Mountain Climbers, Burpees",Strength,Beginner,50,640.0,"Chest, Shoulders, Triceps, Legs, Cardio, Core (Abdominals, Lower Back), Full Body (Cardio), Core, Shoulders, Hips, Full Body (Cardio, Strength)",169,50,81,28.48955597439103,11
32,0.08020050125313283,"Pull-ups, Dumbbell Rows, Mountain Climbers, Jumping Jacks, Lateral Raises, Plank Jacks",Cardio,Advanced,55,732.0,"Back, Biceps, Back, Biceps, Core, Shoulders, Hips, Full Body (Cardio), Shoulders, Core, Cardio",185,56,68,20.13727500162761,9
33,0.08270676691729323,"Box Jumps, Lateral Raises, Dumbbell Rows, Deadlifts, Leg Press, Jump Rope",Cardio,Advanced,60,912.0,"Legs, Cardio, Shoulders, Back, Biceps, Back, Glutes, Hamstrings, Quadriceps, Hamstrings, Glutes, Cardio, Full Body",194,35,96,25.561554718462688,32
34,0.08521303258145363,"Plank, Box Jumps, Calf Raises, High Knees, Jumping Jacks, Push-ups",Strength,Beginner,45,504.0,"Core (Abdominals, Lower Back), Legs, Cardio, Calves, Cardio, Lower Body, Full Body (Cardio), Chest, Shoulders, Triceps",168,27,81,28.962023803318253,12
35,0.08771929824561403,"Burpees, Sit-ups, Plank, Deadlifts, Jump Rope, Russian Twists",Cardio,Beginner,70,600.0,"Full Body (Cardio, Strength), Core, Core (Abdominals, Lower Back), Back, Glutes, Hamstrings, Cardio, Full Body, Core (Obliques)",176,29,74,24.017896309355763,18
36,0.09022556390977443,"Jumping Jacks, Push-ups, Pull-ups, Lunges, Bench Press, Russian Twists",Cardio,Beginner,65,600.0,"Full Body (Cardio), Chest, Shoulders, Triceps, Back, Biceps, Quadriceps, Hamstrings, Glutes, Chest, Shoulders, Triceps, Core (Obliques)",190,26,70,19.653595021129792,23
37,0.09273182957393483,"Sit-ups, Russian Twists, Box Jumps, Bench Press, Push-ups, Lunges",Strength,Intermediate,70,760.0,"Core, Core (Obliques), Legs, Cardio, Chest, Shoulders, Triceps, Chest, Shoulders, Triceps, Quadriceps, Hamstrings, Glutes",168,40,66,23.666015684534315,11
38,0.09523809523809523,"Plank, Mountain Climbers, Pull-ups, Calf Raises, Dumbbell Rows, Bench Press",Flexibility,Intermediate,70,640.0,"Core (Abdominals, Lower Back), Core, Shoulders, Hips, Back, Biceps, Calves, Back, Biceps, Chest, Shoulders, Triceps",191,34,77,21.138052749471363,32
39,0.09774436090225563,"Mountain Climbers, Jumping Jacks, Pull-ups, Bench Press, Burpees, High Knees",Flexibility,Beginner,60,632.0,"Core, Shoulders, Hips, Full Body (Cardio), Back, Biceps, Chest, Shoulders, Triceps, Full Body (Cardio, Strength), Cardio, Lower Body",161,21,64,24.95685614266828,3
40,0.10025062656641603,"Box Jumps, Deadlifts, Leg Press, Mountain Climbers, Dumbbell Rows, Bench Press",Flexibility,Advanced,55,1020.0,"Legs, Cardio, Back, Glutes, Hamstrings, Quadriceps, Hamstrings, Glutes, Core, Shoulders, Hips, Back, Biceps, Chest, Shoulders, Triceps",168,18,59,21.1498366582029,30
41,0.10275689223057644,"Push-ups, Sit-ups, Jump Rope, Bicep Curls, Lateral Raises, Burpees",Strength,Advanced,55,828.0,"Chest, Shoulders, Triceps, Core, Cardio, Full Body, Biceps, Forearms, Shoulders, Full Body (Cardio, Strength)",162,48,78,29.965442217257205,33
42,0.10526315789473684,"Jumping Jacks, Lateral Raises, Russian Twists, Sit-ups, Mountain Climbers, Jump Rope",Cardio,Intermediate,55,580.0,"Full Body (Cardio), Shoulders, Core (Obliques), Core, Core, Shoulders, Hips, Cardio, Full Body",155,54,55,23.06161198988709,33
43,0.10776942355889724,"Bench Press, Deadlifts, Burpees, Sit-ups, Russian Twists, Mountain Climbers",Cardio,Advanced,70,996.0,"Chest, Shoulders, Triceps, Back, Glutes, Hamstrings, Full Body (Cardio, Strength), Core, Core (Obliques), Core, Shoulders, Hips",197,46,114,29.604072839741782,13
44,0.11027568922305764,"Russian Twists, Pull-ups, Leg Press, Sit-ups, Jump Rope, Mountain Climbers",Flexibility,Intermediate,55,670.0,"Core (Obliques), Back, Biceps, Quadriceps, Hamstrings, Glutes, Core, Cardio, Full Body, Core, Shoulders, Hips",179,27,84,26.250302858739857,31
45,0.11278195488721804,"Bicep Curls, Bench Press, Push-ups, Lunges, Russian Twists, Leg Press",Flexibility,Intermediate,60,740.0,"Biceps, Forearms, Chest, Shoulders, Triceps, Chest, Shoulders, Triceps, Quadriceps, Hamstrings, Glutes, Core (Obliques), Quadriceps, Hamstrings, Glutes",162,46,56,21.577643216652746,24
46,0.11528822055137844,"Deadlifts, Jump Rope, Plank Jacks, Calf Raises, Mountain Climbers, Burpees",Cardio,Beginner,60,624.0,"Back, Glutes, Hamstrings, Cardio, Full Body, Core, Cardio, Calves, Core, Shoulders, Hips, Full Body (Cardio, Strength)",196,38,72,18.90762254895428,29
47,0.11779448621553884,"Bicep Curls, Burpees, Deadlifts, High Knees, Russian Twists, Plank",Strength,Intermediate,50,710.0,"Biceps, Forearms, Full Body (Cardio, Strength), Back, Glutes, Hamstrings, Cardio, Lower Body, Core (Obliques), Core (Abdominals, Lower Back)",169,60,56,19.94899298789216,19
48,0.12030075187969924,"Bench Press, Sit-ups, Lunges, Jump Rope, Squats, Deadlifts",Strength,Intermediate,50,790.0,"Chest, Shoulders, Triceps, Core, Quadriceps, Hamstrings, Glutes, Cardio, Full Body, Quadriceps, Hamstrings, Glutes, Back, Glutes, Hamstrings",164,29,79,29.517516578313664,9
49,0.12280701754385964,"Calf Raises, Plank, Jumping Jacks, Lunges, Squats, Mountain Climbers",Flexibility,Beginner,70,488.0,"Calves, Core (Abdominals, Lower Back), Full Body (Cardio), Quadriceps, Hamstrings, Glutes, Quadriceps, Hamstrings, Glutes, Core, Shoulders, Hips",155,41,54,22.60925603829331,18
50,0.12531328320802004,"Pull-ups, Plank, Calf Raises, High Knees, Bicep Curls, Lateral Raises",Cardio,Advanced,70,588.0,"Back, Biceps, Core (Abdominals, Lower Back), Calves, Cardio, Lower Body, Biceps, Forearms, Shoulders",193,25,109,29.51619443320084,27
51,0.12781954887218044,"Plank Jacks, Plank, Box Jumps, Lunges, Mountain Climbers, Lateral Raises",Cardio,Advanced,60,780.0,"Core, Cardio, Core (Abdominals, Lower Back), Legs, Cardio, Quadriceps, Hamstrings, Glutes, Core, Shoulders, Hips, Shoulders",162,19,53,20.562709792193026,27
52,0.13032581453634084,"Leg Press, Squats, Calf Raises, Jumping Jacks, Lateral Raises, Plank",Flexibility,Advanced,70,684.0,"Quadriceps, Hamstrings, Glutes, Quadriceps, Hamstrings, Glutes, Calves, Full Body (Cardio), Shoulders, Core (Abdominals, Lower Back)",180,56,81,25.273716144827468,2
53,0.13283208020050125,"Plank, Dumbbell Rows, Burpees, Box Jumps, Mountain Climbers, Bicep Curls",Flexibility,Advanced,55,864.0,"Core (Abdominals, Lower Back), Back, Biceps, Full Body (Cardio, Strength), Legs, Cardio, Core, Shoulders, Hips, Biceps, Forearms",179,39,65,20.59572122906763,14
54,0.13533834586466165,"High Knees, Leg Press, Pull-ups, Russian Twists, Bicep Curls, Deadlifts",Cardio,Advanced,70,828.0,"Cardio, Lower Body, Quadriceps, Hamstrings, Glutes, Back, Biceps, Core (Obliques), Biceps, Forearms, Back, Glutes, Hamstrings",180,58,88,27.41666676994032,4
55,0.13784461152882205,"Russian Twists, Plank Jacks, High Knees, Jumping Jacks, Dumbbell Rows, Bench Press",Flexibility,Advanced,60,768.0,"Core (Obliques), Core, Cardio, Cardio, Lower Body, Full Body (Cardio), Back, Biceps, Chest, Shoulders, Triceps",157,56,50,20.452185285667603,13
56,0.14035087719298245,"Plank Jacks, Burpees, Calf Raises, Bicep Curls, Plank, Leg Press",Cardio,Beginner,70,520.0,"Core, Cardio, Full Body (Cardio, Strength), Calves, Biceps, Forearms, Core (Abdominals, Lower Back), Quadriceps, Hamstrings, Glutes",176,59,70,22.872901179678674,24
57,0.14285714285714285,"Lateral Raises, Burpees, Bench Press, Deadlifts, Plank, Leg Press",Strength,Intermediate,60,830.0,"Shoulders, Full Body (Cardio, Strength), Chest, Shoulders, Triceps, Back, Glutes, Hamstrings, Core (Abdominals, Lower Back), Quadriceps, Hamstrings, Glutes",188,53,76,21.642985038426104,12
58,0.14536340852130325,"Sit-ups, Lunges, Russian Twists, Jump Rope, Pull-ups, Bench Press",Flexibility,Intermediate,70,700.0,"Core, Quadriceps, Hamstrings, Glutes, Core (Obliques), Cardio, Full Body, Back, Biceps, Chest, Shoulders, Triceps",187,36,94,27.042383321925456,22
59,0.14786967418546365,"High Knees, Deadlifts, Dumbbell Rows, Burpees, Lateral Raises, Mountain Climbers",Strength,Advanced,80,912.0,"Cardio, Lower Body, Back, Glutes, Hamstrings, Back, Biceps, Full Body (Cardio, Strength), Shoulders, Core, Shoulders, Hips",153,36,65,28.14646377547326,27
60,0.15037593984962405,"Pull-ups, Jumping Jacks, Bicep Curls, Russian Twists, Leg Press, Jump Rope",Flexibility,Advanced,45,768.0,"Back, Biceps, Full Body (Cardio), Biceps, Forearms, Core (Obliques), Quadriceps, Hamstrings, Glutes, Cardio, Full Body",195,55,99,26.12949261357998,3
61,0.15288220551378445,"Bicep Curls, Calf Raises, Sit-ups, Plank Jacks, Russian Twists, Bench Press",Flexibility,Intermediate,60,560.0,"Biceps, Forearms, Calves, Core, Core, Cardio, Core (Obliques), Chest, Shoulders, Triceps",194,38,80,21.32506851943865,16
62,0.15538847117794485,"Leg Press, Lateral Raises, Box Jumps, Calf Raises, Bench Press, Deadlifts",Flexibility,Advanced,50,912.0,"Quadriceps, Hamstrings, Glutes, Shoulders, Legs, Cardio, Calves, Chest, Shoulders, Triceps, Back, Glutes, Hamstrings",153,22,59,25.37511565921172,21
63,0.15789473684210525,"Pull-ups, Russian Twists, Squats, High Knees, Plank Jacks, Sit-ups",Strength,Beginner,45,480.0,"Back, Biceps, Core (Obliques), Quadriceps, Hamstrings, Glutes, Cardio, Lower Body, Core, Cardio, Core",150,31,61,27.43148371045137,31
64,0.16040100250626566,"Dumbbell Rows, Pull-ups, Plank Jacks, Lunges, Jump Rope, Push-ups",Cardio,Intermediate,70,720.0,"Back, Biceps, Back, Biceps, Core, Cardio, Quadriceps, Hamstrings, Glutes, Cardio, Full Body, Chest, Shoulders, Triceps",189,18,93,26.10613423297825,0
65,0.16290726817042606,"Bench Press, Pull-ups, Calf Raises, Squats, High Knees, Push-ups",Strength,Advanced,65,840.0,"Chest, Shoulders, Triceps, Back, Biceps, Calves, Quadriceps, Hamstrings, Glutes, Cardio, Lower Body, Chest, Shoulders, Triceps",187,21,89,25.601149524230475,14
66,0.16541353383458646,"Plank Jacks, Box Jumps, Bicep Curls, Jumping Jacks, Squats, Lunges",Strength,Advanced,60,804.0,"Core, Cardio, Legs, Cardio, Biceps, Forearms, Full Body (Cardio), Quadriceps, Hamstrings, Glutes, Quadriceps, Hamstrings, Glutes",156,20,58,23.95474545557667,10
67,0.16791979949874686,"High Knees, Burpees, Lateral Raises, Pull-ups, Bicep Curls, Russian Twists",Flexibility,Advanced,65,768.0,"Cardio, Lower Body, Full Body (Cardio, Strength), Shoulders, Back, Biceps, Biceps, Forearms, Core (Obliques)",188,36,75,21.41192681882642,14
68,0.17042606516290726,"Mountain Climbers, Deadlifts, Pull-ups, Sit-ups, Burpees, Box Jumps",Cardio,Beginner,60,680.0,"Core, Shoulders, Hips, Back, Glutes, Hamstrings, Back, Biceps, Core, Full Body (Cardio, Strength), Legs, Cardio",198,30,90,23.14834734439771,20
69,0.17293233082706766,"Russian Twists, Deadlifts, Plank Jacks, Mountain Climbers, Bicep Curls, Plank",Strength,Advanced,70,768.0,"Core (Obliques), Back, Glutes, Hamstrings, Core, Cardio, Core, Shoulders, Hips, Biceps, Forearms, Core (Abdominals, Lower Back)",171,18,83,28.6197948628419,24
70,0.17543859649122806,"Plank, Box Jumps, Leg Press, Jump Rope, Sit-ups, Russian Twists",Cardio,Beginner,65,528.0,"Core (Abdominals, Lower Back), Legs, Cardio, Quadriceps, Hamstrings, Glutes, Cardio, Full Body, Core, Core (Obliques)",187,55,95,27.199011800400378,23
71,0.17794486215538846,"Calf Raises, Bicep Curls, High Knees, Dumbbell Rows, Pull-ups, Plank Jacks",Cardio,Beginner,45,432.0,"Calves, Biceps, Forearms, Cardio, Lower Body, Back, Biceps, Back, Biceps, Core, Cardio",163,27,69,26.23101978078171,3
72,0.18045112781954886,"Russian Twists, Bench Press, Leg Press, Sit-ups, Deadlifts, Mountain Climbers",Cardio,Intermediate,70,770.0,"Core (Obliques), Chest, Shoulders, Triceps, Quadriceps, Hamstrings, Glutes, Core, Back, Glutes, Hamstrings, Core, Shoulders, Hips",170,25,85,29.413615532008656,18
73,0.18295739348370926,"Jump Rope, Russian Twists, Leg Press, Calf Raises, Jumping Jacks, Box Jumps",Strength,Advanced,65,792.0,"Cardio, Full Body, Core (Obliques), Quadriceps, Hamstrings, Glutes, Calves, Full Body (Cardio), Legs, Cardio",155,57,69,28.7954326327483,14
74,0.18546365914786966,"Push-ups, Jumping Jacks, Pull-ups, Bench Press, Bicep Curls, Plank Jacks",Cardio,Advanced,45,840.0,"Chest, Shoulders, Triceps, Full Body (Cardio), Back, Biceps, Chest, Shoulders, Triceps, Biceps, Forearms, Core, Cardio",156,51,49,20.13752601265493,3
75,0.18796992481203006,"Calf Raises, Deadlifts, Box Jumps, Bench Press, Jumping Jacks, Russian Twists",Strength,Beginner,65,592.0,"Calves, Back, Glutes, Hamstrings, Legs, Cardio, Chest, Shoulders, Triceps, Full Body (Cardio), Core (Obliques)",189,54,101,28.33818498319665,4
76,0.19047619047619047,"High Knees, Russian Twists, Box Jumps, Jumping Jacks, Leg Press, Pull-ups",Flexibility,Intermediate,70,690.0,"Cardio, Lower Body, Core (Obliques), Legs, Cardio, Full Body (Cardio), Quadriceps, Hamstrings, Glutes, Back, Biceps",195,51,106,27.998496920540155,10
77,0.19298245614035087,"Plank Jacks, Sit-ups, Dumbbell Rows, Russian Twists, Lateral Raises, Bicep Curls",Strength,Beginner,55,408.0,"Core, Cardio, Core, Back, Biceps, Core (Obliques), Shoulders, Biceps, Forearms",158,56,52,20.96046170194085,27
78,0.19548872180451127,"Squats, High Knees, Burpees, Deadlifts, Sit-ups, Dumbbell Rows",Cardio,Beginner,45,616.0,"Quadriceps, Hamstrings, Glutes, Cardio, Lower Body, Full Body (Cardio, Strength), Back, Glutes, Hamstrings, Core, Back, Biceps",184,31,79,23.600056214494582,19
79,0.19799498746867167,"Plank, Lateral Raises, High Knees, Mountain Climbers, Calf Raises, Push-ups",Strength,Beginner,70,456.0,"Core (Abdominals, Lower Back), Shoulders, Cardio, Lower Body, Core, Shoulders, Hips, Calves, Chest, Shoulders, Triceps",159,31,52,20.914755836006467,14
80,0.20050125313283207,"Jumping Jacks, Calf Raises, Plank, Mountain Climbers, Plank Jacks, Bench Press",Flexibility,Intermediate,65,620.0,"Full Body (Cardio), Calves, Core (Abdominals, Lower Back), Core, Shoulders, Hips, Core, Cardio, Chest, Shoulders, Triceps",156,58,65,26.85753298821809,17
81,0.20300751879699247,"Leg Press, Jump Rope, Box Jumps, Burpees, Deadlifts, Bench Press",Strength,Intermediate,55,950.0,"Quadriceps, Hamstrings, Glutes, Cardio, Full Body, Legs, Cardio, Full Body (Cardio, Strength), Back, Glutes, Hamstrings, Chest, Shoulders, Triceps",177,39,91,29.112997010419296,1
82,0.20551378446115287,"Squats, Jump Rope, Box Jumps, Jumping Jacks, Calf Raises, Dumbbell Rows",Cardio,Beginner,50,520.0,"Quadriceps, Hamstrings, Glutes, Cardio, Full Body, Legs, Cardio, Full Body (Cardio), Calves, Back, Biceps",189,31,88,24.67372711393942,26
83,0.20802005012531327,"Dumbbell Rows, Jumping Jacks, Mountain Climbers, Calf Raises, Bench Press, Lateral Raises",Strength,Advanced,75,732.0,"Back, Biceps, Full Body (Cardio), Core, Shoulders, Hips, Calves, Chest, Shoulders, Triceps, Shoulders",167,33,66,23.943285968313702,20
84,0.21052631578947367,"Plank, High Knees, Bench Press, Jump Rope, Dumbbell Rows, Push-ups",Flexibility,Advanced,35,840.0,"Core (Abdominals, Lower Back), Cardio, Lower Body, Chest, Shoulders, Triceps, Cardio, Full Body, Back, Biceps, Chest, Shoulders, Triceps",179,36,64,20.17335097245451,14
85,0.21303258145363407,"Plank, Sit-ups, Leg Press, Box Jumps, Deadlifts, Push-ups",Flexibility,Intermediate,55,780.0,"Core (Abdominals, Lower Back), Core, Quadriceps, Hamstrings, Glutes, Legs, Cardio, Back, Glutes, Hamstrings, Chest, Shoulders, Triceps",152,31,52,22.67432328893936,32
86,0.21553884711779447,"Leg Press, Push-ups, Lunges, Russian Twists, Plank, Sit-ups",Strength,Advanced,55,804.0,"Quadriceps, Hamstrings, Glutes, Chest, Shoulders, Triceps, Quadriceps, Hamstrings, Glutes, Core (Obliques), Core (Abdominals, Lower Back), Core",186,42,75,21.736237161422306,9
87,0.21804511278195488,"Deadlifts, Dumbbell Rows, Bench Press, Bicep Curls, Jumping Jacks, Lunges",Strength,Advanced,70,888.0,"Back, Glutes, Hamstrings, Back, Biceps, Chest, Shoulders, Triceps, Biceps, Forearms, Full Body (Cardio), Quadriceps, Hamstrings, Glutes",155,31,63,26.4061753678753,3
88,0.22055137844611528,"Plank Jacks, Mountain Climbers, Deadlifts, High Knees, Dumbbell Rows, Sit-ups",Cardio,Intermediate,75,670.0,"Core, Cardio, Core, Shoulders, Hips, Back, Glutes, Hamstrings, Cardio, Lower Body, Back, Biceps, Core",181,41,92,28.10244379640497,14
89,0.22305764411027568,"Jump Rope, Squats, Burpees, Sit-ups, Bench Press, Calf Raises",Flexibility,Advanced,50,888.0,"Cardio, Full Body, Quadriceps, Hamstrings, Glutes, Full Body (Cardio, Strength), Core, Chest, Shoulders, Triceps, Calves",171,44,60,20.75138817690793,21
